personid,age,hisp,PriceCategory,married,MyBestBuy,hhincome,appliances,Warranty,familysize,productgeneration,newcustomer,weekend
32622020,67,0,10,1,1,35.599998,1,1,4,6,1,0
32622030,74,0,11,1,1,35.599998,1,1,4,8,1,0
51975020,65,0,11,1,0,35.619999,1,0,3,8,1,0
43295010,60,0,16,1,0,35.639999,1,1,3,10,1,1
22229010,66,0,13,0,0,35.672001,1,0,2,8,1,0
48482020,60,0,12,1,0,35.731998,1,1,3,8,1,0
37546020,68,0,11,1,1,35.748001,0,1,4,7,1,0
37546010,68,0,12,1,1,35.748001,1,1,4,7,1,1
81445010,64,0,12,1,1,35.776001,0,1,4,8,0,0
23516020,68,0,16,1,1,35.799,1,0,4,9,1,1
23516010,65,0,12,1,1,35.799,1,1,4,8,0,0
83904040,72,0,8,1,1,35.82,1,1,3,6,0,1
83904010,69,0,12,1,1,35.82,1,0,4,8,1,0
86473010,66,0,12,1,1,35.853001,1,0,3,7,1,0
86473020,67,0,12,1,1,35.853001,1,0,3,7,0,1
45060010,68,0,12,0,0,35.863998,1,0,2,7,1,0
49729010,64,0,16,0,0,35.872002,1,1,2,9,1,0
35982040,70,0,9,0,1,35.879982,1,0,1,6,0,1
73393010,67,0,12,1,0,35.900002,1,0,4,8,1,0
52572010,66,0,14,1,1,35.939999,0,1,4,9,1,1
16035040,69,0,17,1,1,35.948002,1,0,4,9,0,1
16035010,66,0,17,1,1,35.948002,1,1,4,10,0,0
72954020,65,0,10,1,1,36,1,1,3,6,1,0
72954030,72,0,10,1,1,36,1,1,3,7,1,0
16107010,65,0,10,0,1,36,1,1,2,6,0,1
36667030,69,0,14,1,1,36,1,1,3,8,0,1
36667020,67,0,12,1,1,36,1,1,4,7,1,0
16376020,67,0,12,0,1,36.007999,1,0,2,8,1,0
86508010,65,0,12,1,1,36.019001,1,0,3,7,1,0
33190020,68,0,9,1,1,36.035,1,1,3,5,1,0
38394020,66,0,17,1,1,36.040001,1,0,4,10,0,1
15593030,71,0,14,1,1,36.043999,1,1,4,9,0,1
15593020,67,0,14,1,1,36.043999,1,1,4,8,0,1
65881030,73,1,8,1,1,36.060001,1,1,3,6,1,1
84399010,68,0,12,1,0,36.065739,1,1,4,8,1,1
52611010,66,0,8,1,1,36.167999,0,0,3,5,0,1
72214020,65,0,12,1,0,36.192001,0,1,4,7,1,0
81819010,69,0,17,0,1,36.216,1,0,1,9,1,1
13552030,69,0,12,1,1,36.223999,1,1,3,8,0,0
51752010,63,0,12,1,1,36.240002,0,1,4,8,1,0
34096020,65,0,12,1,1,36.264,1,1,4,8,1,1
56489010,63,0,11,1,0,36.279999,1,1,4,6,1,0
87631010,63,0,13,1,1,36.299999,1,1,3,9,0,1
54362010,59,0,13,1,0,36.299999,0,1,4,8,1,1
87631040,70,0,15,1,1,36.299999,1,1,4,9,1,1
55134020,65,0,12,1,0,36.333,1,1,3,7,1,1
55134030,69,0,12,1,1,36.333,0,1,4,7,0,0
59695010,63,0,5,1,1,36.335999,0,0,3,4,1,1
16848010,68,0,12,1,0,36.408001,0,1,4,8,1,0
16848040,70,0,13,1,1,36.408001,1,1,3,8,1,0
77401020,68,0,12,1,1,36.459999,1,0,3,8,1,0
77401030,73,0,13,1,1,36.459999,0,1,4,7,1,0
87934020,69,1,12,1,0,36.5,1,0,3,8,0,1
87934010,67,1,12,1,1,36.5,0,0,4,8,0,1
36245010,67,0,12,1,0,36.563999,1,1,4,8,0,0
73442010,64,0,13,0,0,36.563999,0,0,1,8,1,0
36245040,70,0,8,1,1,36.563999,1,1,4,6,1,1
21192040,77,1,12,1,1,36.66,1,0,3,8,1,0
21192010,65,1,12,1,1,36.66,1,1,4,8,1,0
73118030,70,0,16,1,1,36.667999,1,0,3,10,1,0
50419020,67,0,12,1,1,36.683998,0,1,4,8,1,0
50419030,69,0,16,1,1,36.683998,1,1,4,9,1,1
36832030,71,0,10,1,1,36.799999,1,1,4,6,1,1
80902020,66,0,12,1,0,36.836208,1,1,3,7,1,0
80902010,67,0,12,1,1,36.836208,1,1,4,7,0,0
57296010,68,0,16,1,1,36.879002,1,0,4,9,1,0
51506010,66,0,12,0,1,36.883999,1,0,1,7,1,0
52082040,70,0,12,1,0,37.022999,1,1,3,8,0,0
52082010,68,0,13,1,1,37.022999,1,1,3,7,0,1
75409010,65,0,12,1,0,37.056,1,1,3,8,0,1
75409040,72,0,12,1,1,37.056,1,1,4,8,1,1
24843010,67,0,14,1,1,37.060001,1,1,3,8,0,0
15604010,67,0,11,0,0,37.112,1,1,1,7,1,0
42913010,65,0,12,1,0,37.271999,1,0,4,8,0,1
42913020,64,0,7,1,0,37.271999,0,0,3,5,1,1
17653010,68,0,17,1,1,37.296001,1,1,3,10,0,0
17653040,70,0,14,1,1,37.296001,1,0,3,9,1,0
75504010,65,0,15,0,1,37.312,1,1,1,8,1,0
24902010,68,0,15,0,0,37.316002,0,0,1,9,1,0
33404020,59,0,12,1,1,37.349998,1,1,4,7,1,0
83228040,70,1,7,1,1,37.400002,1,1,4,5,1,0
81649010,65,0,17,0,1,37.439999,1,1,1,11,1,0
17986030,69,0,12,1,1,37.448002,1,1,3,7,1,1
17986020,65,0,9,1,0,37.448002,0,1,4,6,1,1
52414010,66,0,16,1,1,37.464001,1,1,3,10,1,1
85814010,64,0,8,1,1,37.464001,0,1,4,6,1,1
52414040,73,0,8,1,1,37.464001,1,0,3,5,0,0
85814040,75,0,8,1,1,37.464001,1,1,4,5,1,1
50283020,68,0,10,1,0,37.523998,1,0,3,6,1,0
22383010,68,0,14,0,1,37.563999,1,1,1,9,0,0
82924030,74,0,12,1,1,37.580002,1,1,3,7,1,0
61226010,68,0,12,1,1,37.647999,1,0,3,8,1,0
61226020,65,0,12,1,0,37.647999,1,1,4,7,1,1
87422030,73,0,14,1,1,37.702999,1,1,4,8,1,0
32372010,65,0,14,1,1,37.720001,0,1,3,9,0,1
39583010,59,0,13,1,0,37.73,0,0,4,8,1,1
39576010,67,0,17,1,1,37.759998,1,0,3,11,0,0
44169030,69,0,8,0,1,37.82,1,0,1,6,1,0
53482020,59,0,12,1,0,37.854256,0,1,4,7,1,0
78446010,65,0,12,1,0,37.865574,1,0,4,7,1,0
78446020,68,0,7,1,1,37.865574,1,1,4,4,1,1
52361010,61,0,14,1,1,37.880001,0,1,4,8,1,0
48250020,66,0,12,1,0,38.028,1,1,3,7,1,0
19493010,67,0,12,1,1,38.032001,0,1,4,7,1,1
72942020,61,0,12,1,1,38.080002,1,1,3,7,1,0
45057030,69,0,12,1,1,38.144001,1,1,4,8,1,0
45057020,68,0,12,1,1,38.144001,0,1,4,7,1,0
44815020,67,0,12,1,1,38.155998,1,0,3,8,1,1
85606010,66,0,16,1,1,38.18,1,0,4,9,0,1
42248010,65,1,13,1,0,38.18,1,1,3,9,1,0
42248040,76,1,6,1,1,38.18,1,1,4,5,1,0
42753020,66,0,17,1,1,38.200001,1,1,3,11,1,1
19620010,66,0,14,1,1,38.299,0,1,4,9,1,0
46131020,68,0,12,1,1,38.396,1,1,4,7,1,1
46131010,68,0,14,1,1,38.396,1,1,4,8,1,0
47848010,58,0,12,1,0,38.439999,1,1,4,8,1,0
95306030,71,0,17,1,1,38.5,1,0,4,10,1,0
95306020,67,0,16,1,0,38.5,0,1,3,10,1,1
80229030,72,0,17,1,1,38.5,1,1,3,10,0,0
71012020,66,0,12,1,1,38.5,0,1,3,7,1,0
80229020,67,0,17,1,0,38.5,1,1,4,9,1,0
58747020,66,0,16,1,1,38.507999,1,0,4,9,0,0
45216040,71,0,12,1,0,38.549999,1,1,3,7,1,0
15346030,81,0,12,1,1,38.554527,0,0,3,8,1,1
15346020,68,0,10,1,1,38.554527,1,1,3,7,0,1
19373010,65,0,13,0,1,38.599998,1,0,2,8,1,0
39557010,68,0,16,0,1,38.675999,1,1,2,10,1,1
30314010,60,0,12,1,0,38.688,1,1,3,8,0,1
76691020,67,0,12,1,1,38.715046,1,1,3,7,1,1
76691030,73,0,12,1,1,38.715046,1,1,4,8,1,0
22162040,70,0,9,1,1,38.759998,0,1,4,7,1,0
76825010,66,0,14,0,1,38.799999,1,1,2,9,1,0
79433010,62,0,8,1,1,38.872002,1,1,3,6,1,0
41547010,64,0,13,0,0,38.883999,1,0,1,9,1,1
49178040,70,0,12,1,1,38.911999,1,1,3,8,1,0
25671030,74,0,12,1,0,38.939999,1,1,4,8,0,0
51217040,79,0,5,1,1,39,1,1,4,4,0,1
34291020,68,0,7,1,1,39.015999,1,1,4,5,0,1
53087010,68,0,12,1,1,39.023998,1,1,4,8,0,1
53087020,69,0,12,1,1,39.023998,1,1,3,8,0,1
60300010,67,0,17,1,1,39.032001,1,0,3,10,1,0
21410010,67,0,9,1,0,39.035385,1,0,4,6,1,1
41880010,66,0,17,0,1,39.099998,1,0,1,11,1,1
35167010,68,0,12,1,1,39.144001,1,1,4,7,1,1
35167020,67,0,12,1,1,39.144001,1,1,4,8,1,0
22784030,74,0,16,1,1,39.195999,1,0,4,9,1,0
22784020,67,0,15,1,1,39.195999,1,0,3,9,1,0
84519020,68,0,12,1,1,39.240002,1,1,4,7,0,0
84519030,70,0,12,1,1,39.240002,1,1,3,8,1,0
16931030,76,0,12,1,1,39.32,1,1,4,7,0,0
55750010,66,0,16,1,1,39.32,0,1,3,10,0,1
80279010,65,0,9,1,1,39.34,1,1,4,5,0,1
17199010,63,0,12,0,0,39.344002,0,1,2,7,1,0
44101010,67,0,7,0,1,39.411999,1,1,1,5,0,0
57130040,70,0,12,1,1,39.424,1,0,4,8,0,1
57130010,67,0,10,1,1,39.424,1,0,3,6,0,1
24075010,65,0,14,1,0,39.439999,1,1,4,8,1,0
99564010,65,0,12,1,1,39.439999,1,1,3,7,1,0
45869010,67,0,12,1,1,39.467999,1,1,3,7,0,0
48615010,65,0,12,1,1,39.472,1,1,3,7,0,1
12981030,70,0,12,1,1,39.492001,1,0,3,8,0,0
50726020,66,0,12,1,1,39.5,1,1,3,8,1,0
33073020,67,0,9,1,1,39.528,1,0,4,7,1,1
38685030,72,0,12,1,1,39.588001,1,0,4,8,0,1
38685020,67,0,12,1,1,39.588001,1,1,3,7,0,0
73961010,65,0,13,1,0,39.599998,1,1,4,8,1,0
73961040,72,0,14,1,0,39.599998,1,1,4,9,0,1
38516030,75,0,17,1,1,39.68,1,1,4,9,0,1
61041020,66,0,12,1,1,39.688,1,1,4,7,1,0
44910010,65,0,12,1,1,39.700001,1,1,4,8,1,0
46960010,68,1,14,1,1,39.728001,1,1,4,9,0,0
22261010,68,0,12,1,1,39.732456,1,0,3,7,0,1
12588010,68,0,17,1,0,39.759998,1,1,3,11,1,0
12588020,68,0,17,1,1,39.759998,1,0,3,9,0,0
45266020,66,0,5,1,0,39.799999,0,1,3,5,0,0
45266010,65,0,12,1,1,39.799999,1,1,4,7,1,0
15570040,72,0,12,0,1,39.84,1,0,2,7,1,0
36814010,69,0,12,1,1,39.924,1,0,3,7,1,1
36814020,68,0,16,1,0,39.924,1,0,3,9,1,1
45687010,67,0,14,0,1,39.944,1,1,1,8,1,1
46448010,69,0,17,0,1,39.959999,1,0,1,9,1,0
75411040,72,0,16,1,0,39.959999,1,1,3,9,1,0
75411010,69,0,13,1,1,39.959999,1,0,4,8,1,1
15658010,67,0,10,0,1,40,1,1,2,7,1,0
23067020,65,0,12,1,0,40,1,0,4,8,1,0
40718010,67,0,12,1,1,40.015999,1,0,4,8,0,0
87641020,66,0,12,1,1,40.02,1,1,3,7,0,1
84148020,63,0,12,1,0,40.099998,0,1,4,8,1,0
48629030,73,0,12,1,1,40.127998,1,1,3,7,1,1
48629020,69,0,13,1,1,40.127998,1,1,4,9,1,1
38496010,66,0,12,1,1,40.203999,0,1,4,8,1,1
58633010,66,0,9,1,0,40.299999,0,1,4,6,1,1
23453010,59,0,12,1,0,40.35434,1,0,4,7,1,1
81111030,70,0,12,1,1,40.416,1,0,4,7,1,1
81111020,67,0,12,1,1,40.416,1,0,3,8,1,0
12964010,67,0,12,1,1,40.426998,0,1,3,7,1,0
12964040,70,0,17,1,1,40.426998,0,1,4,10,1,0
75031020,65,0,12,1,1,40.433998,1,0,3,8,1,1
75031010,68,0,12,1,0,40.433998,1,1,4,8,1,1
54191010,67,1,12,1,1,40.448868,1,1,4,7,1,1
82168020,68,0,14,1,1,40.48,1,0,4,8,0,1
83411010,67,0,12,1,1,40.48,1,1,4,8,1,0
82168010,67,0,15,1,0,40.48,0,1,4,9,0,1
86231040,76,0,12,1,1,40.495998,1,1,3,8,1,0
20315020,66,0,17,1,1,40.560001,1,0,4,10,0,0
20315030,71,0,16,1,1,40.560001,0,1,4,9,1,0
49118030,72,0,12,1,0,40.599998,1,1,3,7,1,0
49118020,69,0,13,1,1,40.599998,1,1,4,8,1,0
16933030,76,0,10,1,1,40.624001,1,1,3,6,1,1
40711010,67,0,12,1,0,40.624001,1,1,4,7,1,0
40711040,70,0,12,1,1,40.624001,1,1,3,7,1,1
88047020,65,0,14,1,1,40.655998,1,1,3,8,1,0
88047010,69,0,12,1,1,40.655998,1,1,3,8,1,0
79935040,71,1,7,1,1,40.703999,1,0,4,5,0,0
79935010,69,0,15,1,1,40.703999,1,1,4,10,1,0
40158010,65,0,12,1,1,40.705002,1,0,3,8,1,0
45709010,65,0,12,0,0,40.779999,1,1,1,7,0,0
41380020,68,0,17,1,1,40.799999,1,1,4,9,1,1
41380010,68,0,17,1,1,40.799999,1,1,3,10,1,0
44420020,60,0,12,1,0,40.82,0,1,3,7,0,0
17371010,66,0,9,1,0,40.824001,0,1,4,6,1,1
81808010,66,0,14,0,1,40.845001,0,1,1,9,1,1
77484020,66,0,12,0,1,40.894001,1,0,2,8,0,1
30892030,69,0,12,1,1,40.945999,1,1,4,8,0,0
37270020,66,0,9,1,1,40.956001,1,1,3,6,1,1
37270010,68,0,12,1,1,40.956001,0,1,4,7,1,1
84993010,68,0,17,0,1,41,1,1,1,11,1,0
21009020,65,0,12,1,1,41.015999,1,1,4,7,1,1
36822010,66,0,12,1,1,41.02,1,1,4,8,1,1
71823010,67,1,9,1,1,41.028,1,0,3,5,0,0
35264030,70,0,10,1,0,41.060001,1,1,3,7,1,0
35264040,72,0,12,1,1,41.060001,0,0,3,8,1,0
48676040,74,0,10,1,1,41.12595,1,1,4,6,1,1
83549010,69,0,12,1,1,41.391998,1,1,3,8,1,0
83549020,67,0,11,1,1,41.391998,1,1,3,7,1,1
74167040,70,0,11,1,0,41.396,1,0,3,6,1,0
74167010,65,0,13,1,1,41.396,1,1,4,7,1,1
18739010,67,0,10,1,0,41.400002,1,1,4,7,1,0
14768010,69,0,14,0,1,41.400002,0,1,1,9,1,0
77866020,66,0,12,1,1,41.400002,0,1,4,8,1,0
18739040,73,0,12,1,1,41.400002,1,0,4,8,0,1
41122030,71,0,12,1,1,41.5,0,1,4,7,1,0
41122020,68,0,12,1,1,41.5,1,1,4,8,0,0
14069010,65,0,12,1,1,41.507999,1,1,3,8,1,1
79442010,60,0,15,1,1,41.52,0,1,3,8,1,0
39187020,69,0,16,1,0,41.52,1,1,4,9,1,1
41926010,66,0,7,1,1,41.591999,0,1,3,6,1,0
52442010,65,0,13,1,1,41.599998,0,1,4,7,1,1
52442020,65,0,12,1,1,41.599998,1,0,3,8,1,1
36250010,68,0,15,1,1,41.599998,1,1,4,9,1,0
79180010,65,0,13,1,1,41.639999,0,1,4,7,0,1
14455010,68,0,12,1,1,41.667999,0,1,4,7,1,0
49548040,71,0,12,1,0,41.672001,1,1,4,8,0,0
49548010,67,0,14,1,1,41.672001,1,1,3,9,0,0
18539010,67,0,16,0,1,41.700001,1,0,2,9,1,0
78431020,69,0,16,1,0,41.748001,1,1,4,10,1,0
78431010,66,0,12,1,0,41.748001,1,0,3,8,1,1
17389020,67,0,9,1,1,41.751999,0,1,4,6,1,0
17389010,63,0,11,1,0,41.751999,0,1,4,7,1,0
54650010,66,0,16,0,1,41.84,1,0,1,9,1,1
75062010,68,0,17,0,1,41.900002,1,0,2,10,0,0
41306010,68,0,16,1,1,41.951942,1,1,4,10,0,0
81003010,67,0,17,0,1,42,1,1,1,10,1,0
85372030,70,0,12,1,1,42.032001,1,1,4,8,1,1
86993020,65,0,13,1,0,42.098,1,1,4,8,1,0
34360020,67,0,11,1,0,42.200001,0,1,3,8,0,0
34360010,63,0,16,1,1,42.200001,0,1,4,10,0,0
79002020,60,0,14,1,0,42.200001,0,1,4,9,0,0
79002010,65,0,12,1,0,42.200001,1,1,3,8,1,0
73292010,67,1,12,1,1,42.203999,1,0,3,7,1,0
23105010,68,0,12,1,0,42.231998,1,0,4,8,1,1
23105020,68,0,12,1,1,42.231998,1,1,4,7,1,1
82522010,59,0,12,1,0,42.234001,0,1,3,7,1,1
47902010,66,0,14,1,1,42.240002,1,0,3,9,1,0
74359010,66,0,12,1,0,42.287998,1,1,4,7,1,0
43849010,65,0,12,1,1,42.294998,1,1,3,8,0,0
41844010,60,0,12,1,0,42.297001,0,0,4,7,1,1
87623010,65,0,12,0,0,42.299999,1,1,2,7,1,1
43407020,67,0,14,1,0,42.355999,1,0,3,8,0,0
43407030,73,0,17,1,0,42.355999,1,0,4,10,1,1
14428040,82,0,8,1,1,42.563999,0,0,4,6,1,0
16510030,70,0,12,1,1,42.580002,1,0,3,8,1,1
81005040,71,0,12,1,1,42.701,0,1,3,7,1,0
81005010,69,0,10,1,0,42.701,0,0,4,7,1,1
35793020,68,0,12,1,1,42.702,0,0,4,8,0,1
60717020,68,0,12,1,1,42.708,1,0,3,7,1,1
84051040,75,0,8,1,1,42.713982,0,0,3,6,0,0
84051010,66,0,14,1,1,42.713982,1,1,3,8,0,1
16381040,73,0,12,1,1,42.728001,0,1,3,8,1,0
16381010,67,0,8,1,0,42.728001,1,1,4,6,1,1
39185010,65,0,16,1,1,42.757999,1,1,3,9,1,1
48987010,67,0,10,1,0,42.807999,1,1,3,7,1,1
35688010,68,0,16,1,1,42.827999,1,1,3,9,1,0
19280020,66,0,12,1,1,42.856998,1,0,4,8,1,1
32414010,65,0,17,0,1,42.896,1,0,2,10,1,0
44989010,66,0,12,0,1,42.910938,1,0,2,7,0,1
14092010,65,0,12,1,0,42.984001,1,0,3,8,1,1
14092040,69,0,12,1,1,42.984001,1,0,4,7,1,0
31168010,66,0,17,0,0,43,1,1,2,9,0,0
82699040,70,0,14,1,1,43.108002,1,0,4,9,1,0
82814030,73,0,17,1,0,43.136002,1,0,4,9,0,0
82814020,65,0,8,1,0,43.136002,1,0,4,6,0,0
44977040,75,0,15,1,1,43.18771,1,0,4,10,0,0
16855020,69,0,16,1,1,43.192001,1,1,3,10,0,1
16855030,73,0,17,1,1,43.192001,1,0,3,10,1,0
49531010,68,0,15,1,1,43.200001,1,1,4,10,0,0
49531020,68,0,13,1,0,43.200001,1,1,4,8,1,1
42556010,68,0,13,0,0,43.200001,1,0,1,8,0,1
32256010,66,0,12,1,1,43.273998,1,0,3,8,0,0
21444010,67,0,17,0,0,43.293999,1,0,1,9,0,0
55757010,65,0,13,1,1,43.296001,1,1,4,9,1,0
82323010,65,0,17,0,1,43.307999,1,1,1,10,0,0
21210020,65,0,12,1,1,43.332001,1,1,3,7,1,0
21210010,66,0,12,1,1,43.332001,1,1,4,8,1,1
86454010,66,0,12,1,1,43.403999,1,1,3,7,1,1
86454040,71,0,12,1,1,43.403999,1,0,4,7,1,0
41307030,71,0,14,1,1,43.459999,1,1,4,9,1,1
41307020,65,0,12,1,1,43.459999,1,1,3,8,1,1
56966010,66,1,8,1,1,43.466999,0,0,3,5,0,0
83789010,65,0,12,0,0,43.540001,1,0,2,8,0,1
78367010,67,0,12,0,0,43.560001,1,1,2,8,1,1
73149020,65,0,17,0,0,43.584,1,0,1,11,0,0
16870010,67,0,12,1,0,43.599998,1,1,4,7,0,1
45457010,60,0,16,1,0,43.728001,0,1,4,9,1,0
20446010,68,0,17,1,1,43.897999,1,1,4,9,1,0
20446020,68,0,13,1,1,43.897999,1,1,3,8,1,1
32945020,65,0,10,1,1,43.944,1,0,4,6,1,0
23488010,66,0,14,1,1,43.984001,1,1,4,8,1,0
23488020,67,0,12,1,0,43.984001,0,1,4,7,0,0
55831020,68,0,12,1,1,44.004002,0,1,4,7,0,0
55831030,71,0,12,1,0,44.004002,1,0,4,7,1,1
22499030,70,0,12,1,1,44.104,1,1,4,7,1,1
56298010,68,0,12,1,1,44.212002,1,0,3,8,0,1
23201010,68,0,13,1,1,44.279999,0,1,3,8,1,0
23201040,71,0,13,1,1,44.279999,1,0,4,7,1,0
25559040,75,0,5,1,1,44.284,0,1,3,3,1,0
53583020,69,0,15,1,1,44.296001,0,1,4,9,1,0
53583030,73,0,12,1,1,44.296001,0,1,3,8,1,0
34765030,74,0,16,1,1,44.304001,1,0,4,10,1,0
34765020,67,0,16,1,1,44.304001,1,1,4,9,1,0
43387010,69,0,15,0,1,44.32,1,1,2,8,0,0
35686030,69,0,13,1,1,44.52684,0,1,4,9,1,0
35686020,67,0,12,1,0,44.52684,1,1,3,7,1,1
47675030,69,0,9,1,1,44.583733,0,1,4,7,0,1
47675040,71,0,12,1,0,44.583733,1,1,3,8,0,1
20524020,65,0,12,1,0,44.612,1,1,3,8,0,0
34371010,68,0,16,1,0,44.619999,1,0,3,9,1,1
34371020,65,0,14,1,0,44.619999,0,1,3,9,0,1
12864020,65,0,11,0,1,44.667999,1,1,1,7,1,1
46485030,78,0,17,1,1,44.799999,1,1,3,10,0,0
51550020,68,0,9,1,0,44.799999,0,0,3,7,1,1
46485020,68,0,14,1,0,44.799999,1,1,3,9,0,1
17641010,59,0,6,1,0,44.888,0,0,3,4,1,0
38405010,66,0,12,1,0,44.900002,1,0,3,7,0,1
31014020,66,0,12,1,0,44.916,1,0,3,8,1,0
31014010,66,0,15,1,1,44.916,1,1,4,8,1,0
25264010,68,0,17,0,1,44.93,1,0,1,9,1,1
47555020,65,0,14,0,0,44.939999,1,1,1,9,1,0
15436010,65,0,13,1,1,44.98,1,0,3,8,1,0
35825010,68,1,13,1,0,45,1,0,3,9,1,0
33513020,67,0,13,1,0,45,1,0,3,8,1,1
21710030,82,0,17,1,1,45.040001,1,0,3,11,1,0
21710020,68,0,17,1,1,45.040001,1,0,3,10,1,1
60769040,70,0,12,1,1,45.049999,1,1,3,8,1,1
85937020,67,0,12,1,0,45.063999,0,1,3,8,1,0
85937010,66,0,12,1,0,45.063999,1,1,4,7,0,0
51680010,66,0,8,1,0,45.076,0,0,4,5,0,0
52138040,69,0,14,1,1,45.084843,1,0,3,8,1,0
52138010,66,0,14,1,1,45.084843,1,0,3,8,1,1
16444040,70,0,12,1,1,45.119999,1,0,4,7,0,1
16444010,66,0,12,1,1,45.119999,1,1,3,8,0,1
38868040,71,0,8,1,1,45.124001,1,1,4,5,1,1
38868010,67,0,8,1,0,45.124001,1,0,3,5,0,0
32916010,65,0,12,1,1,45.209,1,0,4,7,0,0
32916040,70,0,16,1,1,45.209,1,0,3,10,1,0
36234010,66,0,12,1,0,45.279999,1,1,3,7,0,1
36234020,66,0,8,1,1,45.279999,0,1,3,6,0,0
51577010,66,0,7,1,1,45.299999,0,1,4,4,0,0
39875010,68,0,16,1,1,45.299999,1,1,4,10,1,0
39875020,67,0,12,1,0,45.299999,1,0,4,8,1,0
35845040,79,0,16,0,1,45.380001,1,1,1,10,0,0
55601040,70,0,9,1,1,45.439999,0,1,3,7,1,1
36227010,68,0,8,1,0,45.448002,1,1,4,6,0,1
22122040,69,0,12,1,1,45.504002,0,1,4,8,0,0
43762010,67,0,14,1,0,45.571999,1,1,4,8,1,0
14872010,69,0,12,1,0,45.585999,1,1,4,7,1,0
14872020,65,0,14,1,0,45.585999,1,1,3,8,1,0
19769010,69,0,16,1,0,45.599998,1,0,3,9,0,0
77244010,66,0,12,1,1,45.599998,1,1,4,8,1,0
19769040,70,0,15,1,0,45.599998,1,1,3,9,1,0
55444010,68,0,10,1,1,45.634903,1,1,4,7,1,1
55444040,70,0,12,1,0,45.634903,1,1,3,8,0,1
36203010,66,0,14,0,1,45.639999,1,1,1,8,0,0
46135010,68,0,12,0,0,45.644001,1,0,2,7,1,0
47855010,65,0,16,1,1,45.723999,1,1,4,10,0,0
83616010,64,0,8,1,0,45.744999,0,1,4,6,0,0
20678040,72,0,11,1,1,45.799999,1,1,4,6,0,0
33534020,67,0,14,1,1,45.880001,1,1,3,9,0,0
33534030,81,0,12,1,1,45.880001,1,0,3,8,1,0
24400020,65,0,16,1,1,45.900002,1,0,3,9,1,0
32800010,69,0,15,0,1,45.959999,1,1,2,8,1,1
50138020,68,0,12,1,0,46.012001,1,1,3,7,1,1
50138030,71,0,12,1,1,46.012001,1,1,4,7,1,1
30487010,66,0,14,0,1,46.032001,1,0,1,8,0,1
82825020,69,0,17,1,1,46.23954,1,1,3,9,1,0
82825030,74,0,15,1,1,46.23954,1,1,4,10,1,1
48406030,70,0,16,1,1,46.280693,1,0,4,10,0,0
48406020,65,0,12,1,0,46.280693,1,1,3,8,0,0
17909020,65,0,14,1,1,46.360001,1,1,4,8,1,0
17909010,64,0,13,1,1,46.360001,0,1,4,7,0,1
52647020,66,0,12,0,0,46.391998,1,1,1,7,1,1
52392010,66,0,12,1,1,46.400002,1,1,3,7,1,1
32891030,69,0,14,1,1,46.416,1,1,4,9,1,0
71272010,68,0,17,1,1,46.5,1,1,4,9,1,0
48623020,66,0,8,0,1,46.507999,1,1,1,5,1,0
48621020,62,0,13,1,1,46.52,0,0,4,8,1,0
44260020,68,0,12,1,1,46.584,1,0,4,8,1,1
44260010,65,0,12,1,1,46.584,1,1,3,7,0,1
41711020,65,0,14,1,1,46.619999,1,1,4,8,1,1
41711030,73,0,13,1,1,46.619999,1,1,4,8,1,0
35506010,67,0,16,1,1,46.700001,0,1,3,9,1,0
35506020,67,0,17,1,1,46.700001,1,0,3,11,1,0
13142020,68,0,10,1,1,46.776001,1,1,4,6,1,0
80162010,66,0,12,1,1,46.82,1,1,3,8,1,1
80162040,70,0,5,1,1,46.82,1,1,3,4,1,1
80895010,66,0,12,1,0,46.835999,1,1,3,7,1,1
78493040,70,0,13,1,0,46.880001,1,1,3,9,1,0
40126020,65,0,11,1,1,46.992001,1,1,3,6,0,0
58567020,65,0,6,1,1,47,1,0,4,4,1,0
22370020,69,0,12,1,1,47.035999,1,0,4,8,1,1
22370010,68,0,12,1,0,47.035999,1,1,3,7,0,1
77392020,69,0,16,1,1,47.200001,1,0,3,10,1,0
77392030,69,0,17,1,1,47.200001,1,0,3,10,1,1
65015010,68,1,13,1,0,47.299999,1,1,4,9,1,0
49712010,65,0,12,1,1,47.299999,1,0,3,8,0,1
38523030,71,0,17,1,1,47.324001,1,0,3,9,0,0
38523020,66,0,15,1,1,47.324001,1,1,4,8,0,1
48995020,65,0,8,1,1,47.360001,1,1,3,5,1,1
56665020,66,0,10,1,1,47.400002,1,1,4,7,1,0
56665030,75,0,16,1,1,47.400002,1,0,4,10,1,0
50233020,68,0,8,1,1,47.416,1,1,4,5,0,0
50233010,66,0,12,1,0,47.416,1,1,4,7,1,0
85763020,68,0,12,1,1,47.452,0,1,3,8,1,0
48455010,66,0,10,1,0,47.467999,0,1,3,7,1,1
54831010,68,0,16,1,0,47.543999,1,0,4,9,1,0
54831020,68,0,16,1,1,47.543999,1,0,3,10,1,0
49182010,66,0,12,1,1,47.548,1,1,3,8,0,1
49182020,68,0,12,1,0,47.548,1,1,3,7,0,0
12292020,60,0,13,1,1,47.599998,1,1,3,7,1,0
39053010,65,0,11,1,1,47.675999,1,1,3,7,1,1
76033010,69,0,17,1,1,47.700001,1,1,4,10,0,0
76033040,73,0,15,1,1,47.700001,1,1,4,10,1,0
31867030,73,0,12,1,1,47.700001,1,1,4,8,1,1
31867020,66,0,17,1,1,47.700001,1,1,4,9,1,0
